brand_name,generic_name,status,earliest_expiry,days_until,category,route,strength,approval_date,patent_count,approval_year,approval_month,brand_price_monthly,brand_price_annual,generic_price_monthly,generic_price_annual,monthly_savings,annual_savings,savings_percent,generic_available
BORTEZOMIB,BORTEZOMIB,Active,2032-11-03,2420,Injectable,POWDER;INTRAVENOUS,3.5MG/VIAL,2017-11-06,11,2017.0,11.0,1880.12,22561.44,,,,,,No
EPANED KIT,ENALAPRIL MALEATE,Active,2032-11-06,2423,Oral,FOR SOLUTION;ORAL,1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2013-08-13,12,2013.0,8.0,405.29,4863.48,,,,,,No
HEPZATO,MELPHALAN HYDROCHLORIDE,Active,2032-11-07,2424,Other,POWDER;INTRA-ARTERIAL,EQ 50MG BASE/VIAL,2023-08-14,11,2023.0,8.0,247.23,2966.76,,,,,,No
ALKINDI SPRINKLE,HYDROCORTISONE,Active,2032-11-19,2436,Oral,GRANULE;ORAL,0.5MG,2020-09-29,12,2020.0,9.0,763.92,9167.04,,,,,,No
IMVEXXY,ESTRADIOL,Active,2032-11-21,2438,Other,INSERT;VAGINAL,0.004MG,2018-05-29,66,2018.0,5.0,481.8,5781.6,,,,,,No
BIJUVA,ESTRADIOL; PROGESTERONE,Active,2032-11-21,2438,Oral,CAPSULE;ORAL,0.5MG;100MG,2021-12-28,39,2021.0,12.0,198.08,2376.96,,,,,,No
CASPOFUNGIN ACETATE,CASPOFUNGIN ACETATE,Active,2032-12-21,2468,Injectable,POWDER;INTRAVENOUS,50MG/VIAL,2016-12-30,2,2016.0,12.0,2671.17,32054.04,,,,,,No
OXBRYTA,VOXELOTOR,Active,2032-12-28,2475,Oral,"TABLET, FOR SUSPENSION;ORAL",300MG,2021-12-17,38,2021.0,12.0,441.2,5294.4,,,,,,No
YOSPRALA,ASPIRIN; OMEPRAZOLE,Active,2033-01-02,2480,Oral,"TABLET, DELAYED RELEASE;ORAL",81MG;40MG,2016-09-14,4,2016.0,9.0,726.19,8714.28,,,,,,No
XATMEP,METHOTREXATE SODIUM,Active,2033-01-02,2480,Oral,SOLUTION;ORAL,EQ 2.5MG BASE/ML,2017-04-25,9,2017.0,4.0,659.9,7918.8,,,,,,No
XYWAV,CALCIUM OXYBATE; MAGNESIUM OXYBATE; POTASSIUM OXYBATE; SODIUM OXYBATE,Active,2033-01-11,2489,Oral,SOLUTION;ORAL,0.234GM/ML;0.096GM/ML;0.13GM/ML;0.04GM/ML,2020-07-21,24,2020.0,7.0,397.65,4771.8,,,,,,No
HETLIOZ LQ,TASIMELTEON,Active,2033-01-25,2503,Oral,SUSPENSION;ORAL,4MG/ML,2020-12-01,27,2020.0,12.0,115.73,1388.76,,,,,,No
HETLIOZ,TASIMELTEON,Active,2033-01-25,2503,Oral,CAPSULE;ORAL,20MG,2014-01-31,48,2014.0,1.0,288.07,3456.84,,,,,,No
NAFTIN,NAFTIFINE HYDROCHLORIDE,Active,2033-01-31,2509,Topical,GEL;TOPICAL,2%,2013-06-27,6,2013.0,6.0,253.32,3039.84,,,,,,No
EVRYSDI,RISDIPLAM,Active,2033-02-08,2517,Oral,FOR SOLUTION;ORAL,0.75MG/ML,2020-08-07,13,2020.0,8.0,543.43,6521.16,,,,,,No
LYTGOBI,FUTIBATINIB,Active,2033-02-13,2522,Oral,TABLET;ORAL,4MG,2022-09-30,6,2022.0,9.0,280.52,3366.24,,,,,,No
BONJESTA,DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,Active,2033-02-18,2527,Oral,"TABLET, EXTENDED RELEASE;ORAL",20MG;20MG,2016-11-07,4,2016.0,11.0,197.55,2370.6,,,,,,No
NURTEC ODT,RIMEGEPANT SULFATE,Active,2033-02-25,2534,Oral,"TABLET, ORALLY DISINTEGRATING;ORAL",EQ 75MG BASE,2020-02-27,5,2020.0,2.0,684.45,8213.4,,,,,,No
ORFADIN,NITISINONE,Active,2033-02-28,2537,Oral,SUSPENSION;ORAL,4MG/ML,2016-04-22,1,2016.0,4.0,789.08,9468.96,,,,,,No
WAYRILZ,RILZABRUTINIB,Active,2033-03-01,2538,Oral,TABLET;ORAL,400MG,2025-08-29,7,2025.0,8.0,467.98,5615.76,,,,,,No
LORBRENA,LORLATINIB,Active,2033-03-05,2542,Oral,TABLET;ORAL,25MG,2018-11-02,10,2018.0,11.0,220.18,2642.16,,,,,,No
OPFOLDA,MIGLUSTAT,Active,2033-03-07,2544,Oral,CAPSULE;ORAL,65MG,2023-09-28,10,2023.0,9.0,290.62,3487.44,,,,,,No
ESMOLOL HYDROCHLORIDE IN PLASTIC CONTAINER,ESMOLOL HYDROCHLORIDE,Active,2033-03-15,2552,Injectable,SOLUTION;INTRAVENOUS,2.5GM/250ML (10MG/ML),2016-04-07,2,2016.0,4.0,545.98,6551.76,,,,,,No
QFITLIA,FITUSIRAN SODIUM,Active,2033-03-15,2552,Injectable,SOLUTION;SUBCUTANEOUS,EQ 20MG BASE/0.2ML (EQ 20MG BASE/0.2ML),2025-03-28,6,2025.0,3.0,2785.75,33429.0,,,,,,No
ESMOLOL HYDROCHLORIDE DOUBLE STRENGTH IN PLASTIC CONTAINER,ESMOLOL HYDROCHLORIDE,Active,2033-03-15,2552,Injectable,SOLUTION;INTRAVENOUS,2GM/100ML (20MG/ML),2016-04-07,2,2016.0,4.0,794.38,9532.56,,,,,,No
XYREM,SODIUM OXYBATE,Active,2033-03-15,2552,Oral,SOLUTION;ORAL,0.5GM/ML,2002-07-17,14,2002.0,7.0,503.56,6042.72,,,,,,No
PHEXXI,CITRIC ACID; LACTIC ACID; POTASSIUM BITARTRATE,Active,2033-03-15,2552,Other,GEL;VAGINAL,1%;1.8%;0.4%,2020-05-22,4,2020.0,5.0,237.03,2844.36,,,,,,No
QUDEXY XR,TOPIRAMATE,Active,2033-03-19,2556,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",25MG,2014-03-11,25,2014.0,3.0,487.92,5855.04,,,,,,No
RECARBRIO,CILASTATIN SODIUM; IMIPENEM; RELEBACTAM,Active,2033-03-21,2558,Injectable,POWDER;INTRAVENOUS,EQ 500MG BASE/VIAL;500MG/VIAL;250MG/VIAL,2019-07-16,3,2019.0,7.0,2128.55,25542.6,,,,,,No
VIVLODEX,MELOXICAM,Active,2033-03-31,2568,Oral,CAPSULE;ORAL,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2015-10-22,8,2015.0,10.0,680.82,8169.84,,,,,,No
XACDURO (COPACKAGED),DURLOBACTAM SODIUM; DURLOBACTAM SODIUM; SULBACTAM SODIUM,Active,2033-04-02,2570,Injectable,POWDER;INTRAVENOUS,EQ 500MG BASE/VIAL; EQ 500MG BASE/VIAL;EQ 1GM BASE/VIAL,2023-05-23,4,2023.0,5.0,1016.05,12192.6,,,,,,No
TIGECYCLINE,TIGECYCLINE,Active,2033-04-07,2575,Injectable,POWDER;INTRAVENOUS,50MG/VIAL,2018-08-02,1,2018.0,8.0,527.49,6329.88,,,,,,No
ROSZET,EZETIMIBE; ROSUVASTATIN CALCIUM,Active,2033-05-01,2599,Oral,TABLET;ORAL,10MG;EQ 5MG BASE,2021-03-23,8,2021.0,3.0,195.82,2349.84,,,,,,No
INVELTYS,LOTEPREDNOL ETABONATE,Active,2033-05-03,2601,Eye Care,SUSPENSION/DROPS;OPHTHALMIC,1%,2018-08-22,14,2018.0,8.0,460.01,5520.12,,,,,,No
FINTEPLA,FENFLURAMINE HYDROCHLORIDE,Active,2033-05-03,2601,Oral,SOLUTION;ORAL,EQ 2.2MG BASE/ML,2020-06-25,31,2020.0,6.0,711.72,8540.64,,,,,,No
EYSUVIS,LOTEPREDNOL ETABONATE,Active,2033-05-03,2601,Eye Care,SUSPENSION/DROPS;OPHTHALMIC,0.25%,2020-10-26,17,2020.0,10.0,338.97,4067.64,,,,,,No
IBTROZI,TALETRECTINIB ADIPATE,Active,2033-06-03,2632,Oral,CAPSULE;ORAL,EQ 200MG BASE,2025-06-11,2,2025.0,6.0,520.36,6244.32,,,,,,No
QUVIVIQ,DARIDOREXANT HYDROCHLORIDE,Active,2033-06-12,2641,Oral,TABLET;ORAL,EQ 25MG BASE,2022-04-07,6,2022.0,4.0,565.53,6786.36,,,,,,No
ULTRAVATE,HALOBETASOL PROPIONATE,Active,2033-06-19,2648,Topical,LOTION;TOPICAL,0.05%,2015-11-06,1,2015.0,11.0,136.12,1633.44,,,,,,No
TOLSURA,ITRACONAZOLE,Active,2033-06-21,2650,Oral,CAPSULE;ORAL,65MG,2018-12-11,5,2018.0,12.0,740.09,8881.08,,,,,,No
INFUGEM,GEMCITABINE HYDROCHLORIDE,Active,2033-07-01,2660,Injectable,SOLUTION;INTRAVENOUS,EQ 1200MG BASE/120ML (EQ 10MG BASE/ML),2018-07-16,10,2018.0,7.0,1546.93,18563.16,,,,,,No
ARYMO ER,MORPHINE SULFATE,Active,2033-07-01,2660,Oral,"TABLET, EXTENDED RELEASE;ORAL",15MG,2017-01-09,6,2017.0,1.0,368.2,4418.4,,,,,,No
UKONIQ,UMBRALISIB TOSYLATE,Active,2033-07-02,2661,Oral,TABLET;ORAL,EQ 200MG BASE,2021-02-05,15,2021.0,2.0,463.24,5558.88,,,,,,No
SECUADO,ASENAPINE,Active,2033-07-25,2684,Other,SYSTEM;TRANSDERMAL,3.8MG/24HR,2019-10-11,18,2019.0,10.0,123.48,1481.76,,,,,,No
ZOHYDRO ER,HYDROCODONE BITARTRATE,Active,2033-07-25,2684,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",10MG ,2013-10-25,96,2013.0,10.0,216.4,2596.8,,,,,,No
MEZOFY,ARIPIPRAZOLE,Active,2033-08-07,2697,Oral,FILM;ORAL,5MG,2025-04-15,3,2025.0,4.0,616.62,7399.44,,,,,,No
MITIGARE,COLCHICINE,Active,2033-08-22,2712,Oral,CAPSULE;ORAL,0.6MG,2014-09-26,5,2014.0,9.0,157.96,1895.52,,,,,,No
CEQUA,CYCLOSPORINE,Active,2033-08-23,2713,Eye Care,SOLUTION;OPHTHALMIC,0.09%,2018-08-14,5,2018.0,8.0,341.26,4095.12,,,,,,No
CYTALUX,PAFOLACIANINE SODIUM,Active,2033-08-26,2716,Injectable,SOLUTION;INTRAVENOUS,EQ 3.2MG BASE/1.6ML (EQ 2MG BASE/ML),2021-11-29,6,2021.0,11.0,1113.37,13360.44,,,,,,No
LUZU,LULICONAZOLE,Active,2033-09-06,2727,Topical,CREAM;TOPICAL,1%,2013-11-14,4,2013.0,11.0,204.57,2454.84,,,,,,No
DAPTOMYCIN,DAPTOMYCIN,Active,2033-09-11,2732,Injectable,POWDER;INTRAVENOUS,350MG/VIAL,2023-01-30,8,2023.0,1.0,1221.73,14660.76,,,,,,No
MIEBO,PERFLUOROHEXYLOCTANE,Active,2033-09-12,2733,Eye Care,SOLUTION/DROPS;OPHTHALMIC,1.338GM/ML,2023-05-18,6,2023.0,5.0,242.27,2907.24,,,,,,No
VUMERITY,DIROXIMEL FUMARATE,Active,2033-09-20,2741,Oral,"CAPSULE, DELAYED RELEASE;ORAL",231MG,2019-10-29,3,2019.0,10.0,603.33,7239.96,,,,,,No
SOAANZ,TORSEMIDE,Active,2033-10-06,2757,Oral,TABLET;ORAL,20MG,2021-06-14,2,2021.0,6.0,307.99,3695.88,,,,,,No
LILETTA,LEVONORGESTREL,Active,2033-10-06,2757,Other,SYSTEM;INTRAUTERINE,52MG,2015-02-26,4,2015.0,2.0,383.2,4598.4,,,,,,No
REZUROCK,BELUMOSUDIL MESYLATE,Active,2033-10-07,2758,Oral,TABLET;ORAL,EQ 200MG BASE,2021-07-16,7,2021.0,7.0,433.24,5198.88,,,,,,No
OMIDRIA,KETOROLAC TROMETHAMINE; PHENYLEPHRINE HYDROCHLORIDE,Active,2033-10-23,2774,Other,SOLUTION;IRRIGATION,EQ 0.3% BASE;EQ 1% BASE,2014-05-30,5,2014.0,5.0,431.84,5182.08,,,,,,No
AUVELITY,BUPROPION HYDROCHLORIDE; DEXTROMETHORPHAN HYDROBROMIDE,Active,2033-10-29,2780,Oral,"TABLET, EXTENDED RELEASE;ORAL",105MG;45MG,2022-08-18,130,2022.0,8.0,755.78,9069.36,,,,,,No
LODOCO,COLCHICINE,Active,2033-11-01,2783,Oral,TABLET;ORAL,0.5MG,2023-06-16,14,2023.0,6.0,612.8,7353.6,,,,,,No
SOTYKTU,DEUCRAVACITINIB,Active,2033-11-07,2789,Oral,TABLET;ORAL,6MG,2022-09-09,3,2022.0,9.0,250.46,3005.52,,,,,,No
PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,Active,2033-11-14,2796,Eye Care,SOLUTION/DROPS;OPHTHALMIC,2.5%,2013-03-21,2,2013.0,3.0,112.47,1349.64,,,,,,No
FETROJA,CEFIDEROCOL SULFATE TOSYLATE,Active,2033-11-14,2796,Injectable,POWDER;INTRAVENOUS,EQ 1GM BASE/VIAL,2019-11-14,5,2019.0,11.0,1155.66,13867.92,,,,,,No
ACZONE,DAPSONE,Active,2033-11-18,2800,Topical,GEL;TOPICAL,7.5%,2016-02-24,1,2016.0,2.0,270.42,3245.04,,,,,,No
NATROBA,SPINOSAD,Active,2033-11-25,2807,Topical,SUSPENSION;TOPICAL,0.9%,2011-01-18,1,2011.0,1.0,96.46,1157.52,,,,,,No
RELYVRIO,SODIUM PHENYLBUTYRATE; TAURURSODIOL,Active,2033-12-24,2836,Oral,FOR SUSPENSION;ORAL,3GM/PACKET; 1GM/PACKET,2022-09-29,5,2022.0,9.0,447.46,5369.52,,,,,,No
ZEGALOGUE (AUTOINJECTOR),DASIGLUCAGON HYDROCHLORIDE,Active,2034-01-06,2849,Injectable,SOLUTION;SUBCUTANEOUS,EQ 0.6MG BASE/0.6ML (EQ 0.6MG BASE/0.6ML),2021-03-22,2,2021.0,3.0,1992.11,23905.32,,,,,,No
ZEGALOGUE,DASIGLUCAGON HYDROCHLORIDE,Active,2034-01-06,2849,Injectable,SOLUTION;SUBCUTANEOUS,EQ 0.6MG BASE/0.6ML (EQ 0.6MG BASE/0.6ML),2021-03-22,2,2021.0,3.0,1335.61,16027.32,,,,,,No
LOREEV XR,LORAZEPAM,Active,2034-01-08,2851,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",1MG,2021-08-27,4,2021.0,8.0,639.64,7675.68,,,,,,No
RYZUMVI,PHENTOLAMINE MESYLATE,Active,2034-01-31,2874,Eye Care,SOLUTION;OPHTHALMIC,EQ 0.75% BASE,2023-09-25,9,2023.0,9.0,142.64,1711.68,,,,,,No
VOGELXO,TESTOSTERONE,Active,2034-02-11,2885,Other,"GEL, METERED;TRANSDERMAL",12.5MG/1.25GM ACTUATION,2014-06-04,6,2014.0,6.0,137.57,1650.84,,,,,,No
TALICIA,AMOXICILLIN; OMEPRAZOLE MAGNESIUM; RIFABUTIN,Active,2034-02-12,2886,Oral,"CAPSULE, DELAYED RELEASE;ORAL",250MG;EQ 10MG BASE;12.5MG,2019-11-01,7,2019.0,11.0,609.73,7316.76,,,,,,No
FULVESTRANT,FULVESTRANT,Active,2034-02-14,2888,Other,SOLUTION;INTRAMUSCULAR,250MG/5ML (50MG/ML),2019-05-20,3,2019.0,5.0,347.75,4173.0,,,,,,No
CIBINQO,ABROCITINIB,Active,2034-02-19,2893,Oral,TABLET;ORAL,50MG,2022-01-14,9,2022.0,1.0,581.88,6982.56,,,,,,No
SUNLENCA,LENACAPAVIR SODIUM,Active,2034-02-28,2902,Injectable,SOLUTION;SUBCUTANEOUS,EQ 463.5MG BASE/1.5ML (EQ 309MG BASE/ML),2022-12-22,10,2022.0,12.0,1587.07,19044.84,,,,,,No
YEZTUGO,LENACAPAVIR SODIUM,Active,2034-02-28,2902,Injectable,SOLUTION;SUBCUTANEOUS,EQ 463.5MG BASE/1.5ML (EQ 309MG BASE/ML),2025-06-18,7,2025.0,6.0,1116.01,13392.12,,,,,,No
MORPHINE SULFATE,MORPHINE SULFATE,Active,2034-03-12,2914,Injectable,"SOLUTION;INTRAMUSCULAR, INTRAVENOUS",2MG/ML (2MG/ML),2013-10-30,20,2013.0,10.0,2547.76,30573.12,,,,,,No
SOOLANTRA,IVERMECTIN,Active,2034-03-13,2915,Topical,CREAM;TOPICAL,1%,2014-12-19,5,2014.0,12.0,335.81,4029.72,,,,,,No
ZYNRELEF KIT,BUPIVACAINE; MELOXICAM,Active,2034-03-13,2915,Other,"SOLUTION, EXTENDED RELEASE;PERIARTICULAR",60MG/2.3ML (29.25MG/ML);1.8MG/2.3ML (0.88MG/ML),2021-05-12,64,2021.0,5.0,447.35,5368.2,,,,,,No
TONMYA,CYCLOBENZAPRINE HYDROCHLORIDE,Active,2034-03-14,2916,Oral,TABLET;SUBLINGUAL,2.8MG,2025-08-15,4,2025.0,8.0,290.5,3486.0,,,,,,No
ROMVIMZA,VIMSELTINIB,Active,2034-03-14,2916,Oral,CAPSULE;ORAL,14MG,2025-02-14,18,2025.0,2.0,513.16,6157.92,,,,,,No
SPRITAM,LEVETIRACETAM,Active,2034-03-14,2916,Oral,"TABLET, FOR SUSPENSION;ORAL",1GM,2015-07-31,20,2015.0,7.0,352.68,4232.16,,,,,,No
NATESTO,TESTOSTERONE,Active,2034-03-17,2919,Other,"GEL, METERED;NASAL",5.5MG/0.122GM ACTUATION,2014-05-28,3,2014.0,5.0,145.79,1749.48,,,,,,No
YONSA,ABIRATERONE ACETATE,Active,2034-03-17,2919,Oral,TABLET;ORAL,125MG,2018-05-22,2,2018.0,5.0,742.12,8905.44,,,,,,No
VIZZ,ACECLIDINE HYDROCHLORIDE,Active,2034-03-24,2926,Eye Care,SOLUTION/DROPS;OPHTHALMIC,EQ 1.44% BASE,2025-07-31,5,2025.0,7.0,154.73,1856.76,,,,,,No
SOTYLIZE,SOTALOL HYDROCHLORIDE,Active,2034-04-01,2934,Oral,SOLUTION;ORAL,5MG/ML (5MG/ML),2014-10-22,8,2014.0,10.0,765.17,9182.04,,,,,,No
FUROSCIX,FUROSEMIDE,Active,2034-04-03,2936,Injectable,SOLUTION;SUBCUTANEOUS,80MG/10ML (8MG/ML),2022-10-07,4,2022.0,10.0,1615.01,19380.12,,,,,,No
PEMAZYRE,PEMIGATINIB,Active,2034-04-17,2950,Oral,TABLET;ORAL,4.5MG,2020-04-17,27,2020.0,4.0,229.59,2755.08,,,,,,No
ZURZUVAE,ZURANOLONE,Active,2034-04-17,2950,Oral,CAPSULE;ORAL,20MG,2023-10-31,15,2023.0,10.0,479.33,5751.96,,,,,,No
BRUKINSA,ZANUBRUTINIB,Active,2034-04-22,2955,Oral,CAPSULE;ORAL,80MG,2019-11-14,137,2019.0,11.0,711.06,8532.72,,,,,,No
RAPIBLYK,LANDIOLOL HYDROCHLORIDE,Active,2034-04-25,2958,Injectable,POWDER;INTRAVENOUS,EQ 280MG BASE/VIAL,2024-11-22,1,2024.0,11.0,2330.56,27966.72,,,,,,No
CAMZYOS,MAVACAMTEN,Active,2034-06-19,3013,Oral,CAPSULE;ORAL,2.5MG,2022-04-28,8,2022.0,4.0,664.59,7975.08,,,,,,No
CLENPIQ,CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE,Active,2034-06-23,3017,Oral,SOLUTION;ORAL,12GM/BOT;3.5GM/BOT;10MG/BOT,2017-11-28,4,2017.0,11.0,561.15,6733.8,,,,,,No
VORANIGO,VORASIDENIB,Active,2034-07-11,3035,Oral,TABLET;ORAL,10MG,2024-08-06,10,2024.0,8.0,584.59,7015.08,,,,,,No
FABHALTA,IPTACOPAN HYDROCHLORIDE,Active,2034-07-14,3038,Oral,CAPSULE;ORAL,EQ 200MG BASE,2023-12-05,10,2023.0,12.0,694.44,8333.28,,,,,,No
RIZAFILM,RIZATRIPTAN BENZOATE,Active,2034-07-30,3054,Oral,FILM;ORAL,EQ 10MG BASE,2023-04-14,1,2023.0,4.0,274.77,3297.24,,,,,,No
KLOXXADO,NALOXONE HYDROCHLORIDE,Active,2034-08-26,3081,Other,SPRAY;NASAL,8MG/SPRAY,2021-04-29,7,2021.0,4.0,344.71,4136.52,,,,,,No
GANZYK-RTU,GANCICLOVIR,Active,2034-09-02,3088,Injectable,SOLUTION;INTRAVENOUS,500MG/250ML (2MG/ML),2017-02-17,1,2017.0,2.0,1053.02,12636.24,,,,,,No
RYALTRIS,MOMETASONE FUROATE; OLOPATADINE HYDROCHLORIDE,Active,2034-09-04,3090,Other,"SPRAY, METERED;NASAL",0.025MG/SPRAY;0.665MG/SPRAY,2022-01-13,16,2022.0,1.0,593.83,7125.96,,,,,,No
WELIREG,BELZUTIFAN,Active,2034-09-05,3091,Oral,TABLET;ORAL,40MG,2021-08-13,7,2021.0,8.0,760.84,9130.08,,,,,,No
CREXONT,CARBIDOPA; LEVODOPA,Active,2034-10-07,3123,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",35MG;140MG,2024-08-07,244,2024.0,8.0,127.6,1531.2,,,,,,No
CONTEPO,FOSFOMYCIN DISODIUM,Active,2034-10-12,3128,Injectable,POWDER;INTRAVENOUS,EQ 6GM BASE/VIAL,2025-10-22,3,2025.0,10.0,2263.94,27167.28,,,,,,No
AYVAKIT,AVAPRITINIB,Active,2034-10-15,3131,Oral,TABLET;ORAL,25MG,2021-06-16,39,2021.0,6.0,747.67,8972.04,,,,,,No
JYLAMVO,METHOTREXATE,Active,2034-10-29,3145,Oral,SOLUTION;ORAL,2MG/ML,2022-11-29,6,2022.0,11.0,226.4,2716.8,,,,,,No
RHAPSIDO,REMIBRUTINIB,Active,2034-11-13,3160,Oral,TABLET;ORAL,25MG,2025-09-30,3,2025.0,9.0,497.56,5970.72,,,,,,No
JADENU,DEFERASIROX,Active,2034-11-21,3168,Oral,TABLET;ORAL,90MG,2015-03-30,3,2015.0,3.0,740.84,8890.08,,,,,,No
LITFULO,RITLECITINIB TOSYLATE,Active,2034-12-03,3180,Oral,CAPSULE;ORAL,EQ 50MG BASE,2023-06-23,3,2023.0,6.0,123.76,1485.12,,,,,,No
NITYR,NITISINONE,Active,2035-01-05,3213,Oral,TABLET;ORAL,2MG,2017-07-26,3,2017.0,7.0,588.19,7058.28,,,,,,No
CRENESSITY,CRINECERFONT,Active,2035-01-21,3229,Oral,CAPSULE;ORAL,25MG,2024-12-13,16,2024.0,12.0,308.14,3697.68,,,,,,No
BRINSUPRI,BRENSOCATIB,Active,2035-01-21,3229,Oral,TABLET;ORAL,10MG,2025-08-12,28,2025.0,8.0,747.08,8964.96,,,,,,No
AUGTYRO,REPOTRECTINIB,Active,2035-01-23,3231,Oral,CAPSULE;ORAL,40MG,2023-11-15,12,2023.0,11.0,779.74,9356.88,,,,,,No
VASOSTRICT,VASOPRESSIN,Active,2035-01-30,3238,Injectable,SOLUTION;INTRAVENOUS,20UNITS/ML (20UNITS/ML),2014-04-17,47,2014.0,4.0,2860.67,34328.04,,,,,,No
LICART,DICLOFENAC EPOLAMINE,Active,2035-02-20,3259,Topical,SYSTEM;TOPICAL,1.3%,2018-12-19,2,2018.0,12.0,231.75,2781.0,,,,,,No
XENOVIEW,XENON XE-129 HYPERPOLARIZED,Active,2035-02-20,3259,Respiratory,GAS;INHALATION,,2022-12-23,2,2022.0,12.0,537.92,6455.04,,,,,,No
ZITUVIO,SITAGLIPTIN,Active,2035-02-25,3264,Oral,TABLET;ORAL,25MG,2023-10-18,3,2023.0,10.0,691.18,8294.16,,,,,,No
VOYDEYA,DANICOPAN,Active,2035-02-25,3264,Oral,TABLET;ORAL,50MG,2024-03-29,4,2024.0,3.0,323.37,3880.44,,,,,,No
NOREPINEPHRINE BITARTRATE IN 0.9% SODIUM CHLORIDE,NOREPINEPHRINE BITARTRATE,Active,2035-02-26,3265,Injectable,SOLUTION;INTRAVENOUS,EQ 4MG BASE/250ML (EQ 16MCG BASE/ML),2022-09-15,29,2022.0,9.0,2572.29,30867.48,,,,,,No
BAFIERTAM,MONOMETHYL FUMARATE,Active,2035-02-27,3266,Oral,"CAPSULE, DELAYED RELEASE;ORAL",95MG,2020-04-28,21,2020.0,4.0,125.91,1510.92,,,,,,No
ERMEZA,LEVOTHYROXINE SODIUM,Active,2035-02-27,3266,Oral,SOLUTION;ORAL,150MCG/5ML,2022-04-29,1,2022.0,4.0,517.39,6208.68,,,,,,No
ORLADEYO,BEROTRALSTAT DIHYDROCHLORIDE,Active,2035-03-09,3276,Oral,CAPSULE;ORAL,EQ 110MG BASE,2020-12-03,40,2020.0,12.0,261.01,3132.12,,,,,,No
ADRENALIN,EPINEPHRINE,Active,2035-03-13,3280,Injectable,"SOLUTION;INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",EQ 1MG BASE/ML (EQ 1MG BASE/ML),2012-12-07,27,2012.0,12.0,801.42,9617.04,,,,,,No
FIRVANQ KIT,VANCOMYCIN HYDROCHLORIDE,Active,2035-03-13,3280,Oral,FOR SOLUTION;ORAL,EQ 25MG BASE/ML,2018-01-26,20,2018.0,1.0,153.87,1846.44,,,,,,No
PEMETREXED,PEMETREXED DISODIUM,Active,2035-03-26,3293,Injectable,SOLUTION;INTRAVENOUS,EQ 1GM/100ML BASE (10MG/ML),2023-05-22,3,2023.0,5.0,2240.72,26888.64,,,,,,No
QALSODY,TOFERSEN,Active,2035-04-01,3299,Other,SOLUTION;INTRATHECAL,100MG/15ML (6.7MG/ML),2023-04-25,3,2023.0,4.0,269.94,3239.28,,,,,,No
ESKATA,HYDROGEN PEROXIDE,Active,2035-04-21,3319,Topical,SOLUTION;TOPICAL,40%,2017-12-14,5,2017.0,12.0,311.93,3743.16,,,,,,No
RIOMET ER,METFORMIN HYDROCHLORIDE,Active,2035-05-01,3329,Oral,"FOR SUSPENSION, EXTENDED RELEASE;ORAL",500MG/5ML,2019-08-29,1,2019.0,8.0,145.75,1749.0,,,,,,No
EXKIVITY,MOBOCERTINIB SUCCINATE,Active,2035-05-13,3341,Oral,CAPSULE;ORAL,EQ 40MG BASE,2021-09-15,2,2021.0,9.0,320.7,3848.4,,,,,,No
YCANTH,CANTHARIDIN,Active,2035-05-28,3356,Topical,SOLUTION;TOPICAL,0.7%,2023-07-21,6,2023.0,7.0,252.64,3031.68,,,,,,No
ABSORICA LD,ISOTRETINOIN,Active,2035-05-29,3357,Oral,CAPSULE;ORAL,8MG,2019-11-05,12,2019.0,11.0,653.51,7842.12,,,,,,No
ZILBRYSQ,ZILUCOPLAN SODIUM,Active,2035-06-12,3371,Injectable,SOLUTION;SUBCUTANEOUS,EQ 16.6MG BASE/0.416ML (EQ 16.6MG BASE/0.416ML),2023-10-17,27,2023.0,10.0,1296.88,15562.56,,,,,,No
EPIDIOLEX,CANNABIDIOL,Active,2035-06-17,3376,Oral,SOLUTION;ORAL,100MG/ML,2018-09-28,57,2018.0,9.0,538.12,6457.44,,,,,,No
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE,Active,2035-06-26,3385,Injectable,SOLUTION;INTRAVENOUS,1GM/5ML (200MG/ML),2020-07-30,9,2020.0,7.0,2714.94,32579.28,,,,,,No
KAPSPARGO SPRINKLE,METOPROLOL SUCCINATE,Active,2035-07-09,3398,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",EQ 25MG TARTRATE,2018-01-26,8,2018.0,1.0,531.1,6373.2,,,,,,No
FRINDOVYX,CYCLOPHOSPHAMIDE,Active,2035-07-13,3402,Injectable,SOLUTION;INTRAVENOUS,1GM/2ML (500MG/ML),2023-06-07,6,2023.0,6.0,1082.4,12988.8,,,,,,No
ILLUCCIX,GALLIUM GA-68 GOZETOTIDE,Active,2035-07-28,3417,Injectable,POWDER;INTRAVENOUS,,2021-12-17,1,2021.0,12.0,561.0,6732.0,,,,,,No
